pdb_id,confidence score
T1180-D1_A_306_309,76.616943359375
T1129s2-D1_A_489_492,46.23963165283203
T1180-D1_A_93_96,79.22794342041016
T1157s1-D2_A_1016_1019,68.77531433105469
T1133-D1_A_37_40,77.02522277832031
T1150-D1_A_238_241,82.17656707763672
T1157s1-D1_A_33_36,42.95546340942383
T1129s2-D1_A_621_624,55.81840515136719
T1106s2-D1_A_74_77,73.85910034179688
T1170-D1_A_134_137,49.88817596435547
T1188-D1_A_150_153,136.48143005371094
T1133-D1_A_55_58,83.15652465820312
T1145-D2_A_533_536,78.6131820678711
T1129s2-D1_A_304_307,72.97097778320312
T1120-D1_A_58_61,44.304115295410156
T1194-D1_A_121_124,44.08273696899414
T1188-D1_A_551_554,56.52592468261719
T1170-D1_A_123_126,20.355697631835938
T1137s9-D1_A_157_160,93.95513153076172
T1124-D1_A_71_74,83.1397705078125
T1188-D1_A_209_212,87.47541809082031
T1157s1-D1_A_611_614,59.755489349365234
T1170-D1_A_182_185,77.40805053710938
T1109-D1_A_40_43,68.64529418945312
T1194-D1_A_61_64,72.69678497314453
T1170-D1_A_155_158,78.28426361083984
T1188-D1_A_412_415,112.2936782836914
T1120-D1_A_50_53,58.92180252075195
T1124-D1_A_355_358,71.4168930053711
T1121-D1_A_68_72,30.774417877197266
T1188-D1_A_428_432,49.21401596069336
T1133-D1_A_114_118,95.48818969726562
T1157s2-D2_A_152_156,83.6616439819336
T1137s4-D1_A_141_145,48.822818756103516
T1180-D1_A_387_391,39.785091400146484
T1123-D1_A_96_100,48.84379196166992
T1109-D1_A_205_209,35.16844940185547
T1157s2-D2_A_133_137,82.3404769897461
T1137s7-D1_A_68_72,67.19281768798828
T1157s2-D2_A_253_257,63.87261962890625
T1133-D1_A_28_32,64.41077423095703
T1157s1-D1_A_290_294,71.95620727539062
T1145-D2_A_444_448,73.07325744628906
T1157s1-D1_A_434_438,85.91851043701172
T1180-D1_A_235_239,71.9380111694336
T1145-D2_A_385_389,64.11749267578125
T1137s7-D1_A_198_202,76.72988891601562
T1157s1-D1_A_389_393,80.46172332763672
T1145-D2_A_621_625,66.60078430175781
T1137s4-D3_A_403_407,74.35149383544922
T1145-D2_A_331_335,48.61567687988281
T1109-D1_A_153_157,78.99075317382812
T1188-D1_A_120_125,78.42566680908203
T1129s2-D1_A_369_374,37.22178649902344
T1137s5-D1_A_100_105,81.6998519897461
T1145-D2_A_606_611,64.6089859008789
T1157s2-D3_A_427_432,60.75686264038086
T1145-D2_A_509_514,77.35723114013672
T1137s7-D1_A_52_57,59.619773864746094
T1157s2-D1_A_89_94,67.57394409179688
T1157s1-D1_A_301_306,79.60062408447266
T1157s1-D1_A_102_107,72.9923095703125
T1157s2-D2_A_169_174,101.78776550292969
T1139-D1_A_255_260,61.67860412597656
T1129s2-D1_A_456_462,39.640472412109375
T1150-D1_A_118_124,88.73089599609375
T1139-D1_A_274_280,62.080963134765625
T1188-D1_A_470_476,49.57474899291992
T1133-D1_A_333_339,54.59107208251953
T1133-D1_A_20_26,47.19386672973633
T1150-D1_A_196_202,59.41938018798828
T1129s2-D1_A_511_518,94.47012329101562
T1137s4-D1_A_107_114,56.98284912109375
T1137s1-D1_A_129_136,50.5250244140625
T1137s5-D1_A_128_135,47.742225646972656
T1123-D1_A_131_138,64.97608184814453
T1124-D1_A_113_120,76.5029525756836
T1188-D1_A_350_357,65.55480194091797
T1145-D2_A_291_299,71.90873718261719
T1124-D1_A_188_196,110.44087982177734
T1137s5-D2_A_327_335,59.499656677246094
T1129s2-D1_A_524_532,99.08812713623047
T1139-D1_A_111_119,71.35110473632812
T1133-D1_A_377_385,55.49132537841797
T1145-D1_A_27_35,66.58448791503906
T1137s4-D3_A_435_444,63.812564849853516
T1137s7-D1_A_128_137,113.75801849365234
T1137s6-D1_A_48_57,59.646060943603516
T1150-D1_A_176_185,96.2337646484375
T1137s7-D1_A_87_97,94.34879302978516
T1157s1-D1_A_276_286,100.69851684570312
T1121-D1_A_165_177,66.30937194824219
T1188-D1_A_256_269,89.61094665527344
T1137s2-D2_A_300_313,54.32744216918945
T1139-D1_A_145_159,81.8106918334961
T1157s1-D3_A_801_815,29.98744010925293
T1187-D1_A_101_115,58.60445022583008
T1188-D1_A_80_96,65.02488708496094
T1157s1-D1_A_145_167,68.56885528564453
